#b  x1  x2  x3  x4  x5  x6  x7	y
1	42	44	31	33	45	41	28	0
1	1	15	7	9	11	35	22	0
1	45	41	16	37	31	8	15	0
1	43	7	40	29	36	17	47	0
1	31	7	24	44	17	46	39	0
1	31	47	5	6	17	3	7	0
1	27	13	18	37	35	12	39	0
1	34	24	3	21	1	11	38	0
1	10	36	8	23	21	38	42	0
1	9	41	40	48	23	43	14	0
1	42	14	36	39	23	33	7	0
1	23	2	31	28	42	39	40	0
1	35	36	22	48	46	38	32	0
1	44	2	42	40	25	33	11	0
1	21	7	40	14	17	24	22	0
1	44	43	1	3	40	30	22	0
1	20	13	15	34	16	10	1	0
1	40	41	20	47	4	5	12	0
1	44	42	15	18	35	24	26	0
1	47	42	44	19	31	5	36	0
1	13	10	27	28	25	37	38	0
1	30	31	47	15	46	45	48	0
1	14	18	8	23	27	20	5	0
1	26	6	48	28	39	38	40	0
1	44	1	16	32	27	48	5	0
1	28	18	23	3	32	5	41	0
1	20	19	3	31	47	6	10	0
1	46	48	49	42	12	8	39	0
1	46	3	31	42	26	43	13	0
1	38	48	32	17	36	9	19	0
1	39	30	32	3	36	1	7	0
1	11	20	13	33	6	1	25	0
1	42	47	17	21	25	6	46	0
1	44	29	1	43	38	39	33	0
1	1	46	10	5	15	40	4	0
1	28	3	39	19	31	6	48	0
1	48	1	15	6	49	25	39	0
1	4	41	26	2	15	21	48	0
1	17	4	26	3	39	47	46	0
1	15	20	33	17	22	43	27	0
1	21	32	5	34	6	16	30	0
1	48	10	19	27	35	24	38	0
1	28	10	42	17	9	46	7	0
1	9	16	23	22	49	40	39	0
1	35	16	17	41	47	49	22	0
1	32	18	38	43	9	26	39	0
1	36	21	27	9	26	4	48	0
1	25	5	48	10	37	26	4	0
1	32	43	42	4	23	48	19	0
1	35	41	13	36	39	16	6	0
1	28	11	31	5	38	34	15	0
1	22	7	23	5	36	35	8	0
1	32	48	2	31	30	36	38	0
1	37	48	41	30	4	44	43	0
1	15	41	45	31	13	38	26	0
1	30	35	12	34	40	47	1	0
1	5	34	29	8	36	10	41	0
1	42	48	12	1	47	20	43	0
1	6	35	10	27	44	17	24	0
1	34	36	4	46	3	30	23	0
1	31	36	9	25	10	1	40	0
1	13	46	42	24	5	27	45	0
1	22	35	46	13	12	47	17	0
1	23	32	38	39	42	12	17	0
1	5	31	15	48	4	6	45	0
1	39	43	22	9	31	45	27	0
1	16	23	18	3	14	12	48	0
1	40	12	16	4	39	26	36	0
1	48	5	14	45	18	41	30	0
1	35	40	2	24	8	22	30	0
1	48	40	25	2	37	16	35	0
1	27	38	14	29	41	18	16	0
1	4	24	3	16	11	22	44	0
1	8	45	5	1	22	19	12	0
1	28	29	10	5	26	4	22	0
1	8	17	39	40	21	42	13	0
1	38	28	13	15	18	19	39	0
1	27	45	18	37	49	39	7	0
1	4	44	30	6	49	20	33	0
1	37	27	26	5	24	16	25	0
1	6	16	5	24	22	38	12	0
1	39	28	6	42	24	4	32	0
1	35	46	14	16	37	1	28	0
1	49	30	22	13	42	2	31	0
1	25	40	7	23	46	3	42	0
1	11	25	19	16	1	3	29	0
1	33	9	14	11	4	6	40	0
1	15	11	45	39	48	33	47	0
1	15	49	47	42	37	46	39	0
1	1	49	21	45	32	13	12	0
1	36	10	5	29	12	9	27	0
1	44	37	25	29	10	48	3	0
1	20	1	25	28	23	29	44	0
1	37	40	12	5	21	24	18	0
1	21	33	32	40	1	35	47	0
1	38	4	30	17	43	9	29	0
1	38	20	45	22	19	29	10	0
1	34	8	37	22	11	14	30	0
1	47	40	33	4	3	1	21	0
1	27	7	9	3	48	6	16	0
1	20	26	36	47	35	37	23	0
1	35	14	27	12	38	31	18	0
1	15	13	41	7	6	31	32	0
1	32	20	31	21	39	40	12	0
1	38	19	37	8	44	2	12	0
1	9	43	46	5	33	24	15	0
1	34	19	1	13	21	39	36	0
1	13	36	25	22	4	40	8	0
1	32	30	44	47	46	33	24	0
1	12	17	41	31	23	29	36	0
1	23	47	42	1	39	31	33	0
1	45	32	30	48	33	27	13	0
1	49	41	5	37	3	24	39	0
1	8	1	42	19	45	11	34	0
1	15	10	46	18	24	29	7	0
1	12	34	6	29	32	38	31	0
1	48	15	1	39	20	31	26	0
1	40	5	47	12	39	15	16	0
1	19	43	20	42	7	4	28	0
1	19	34	42	9	32	5	29	0
1	43	9	11	36	39	8	30	0
1	16	26	13	2	4	29	38	0
1	23	17	6	10	4	13	43	0
1	14	12	41	32	42	30	6	0
1	11	46	13	8	42	18	5	0
1	20	17	26	33	44	30	40	0
1	22	30	1	9	11	2	24	0
1	31	46	17	45	18	32	23	0
1	35	21	26	16	13	6	38	0
1	18	39	19	5	45	2	33	0
1	7	22	3	40	4	6	20	0
1	15	47	49	42	2	45	7	0
1	45	48	36	26	33	19	25	0
1	16	27	1	47	5	17	36	0
1	44	24	21	43	19	23	27	0
1	20	30	11	1	24	26	36	0
1	42	49	40	35	28	31	33	0
1	19	23	14	26	6	2	24	0
1	1	16	36	14	35	24	48	0
1	24	38	2	29	16	18	7	0
1	23	47	12	26	9	25	6	0
1	39	42	43	49	46	36	30	0
1	31	49	42	19	2	9	17	0
1	22	47	29	49	9	48	3	0
1	44	29	9	3	8	18	28	0
1	27	21	41	33	45	46	2	0
1	35	3	17	26	2	29	13	0
1	26	37	11	5	46	32	13	0
1	26	46	2	7	35	12	17	0
1	24	15	5	13	18	46	49	0
1	14	29	17	24	2	48	31	0
1	47	5	15	26	9	16	24	0
1	48	17	26	24	9	36	33	0
1	9	10	6	30	13	31	20	0
1	8	5	3	23	40	9	41	0
1	36	25	14	26	47	8	6	0
1	34	47	10	24	15	42	13	0
1	26	30	49	21	35	15	32	0
1	29	15	36	41	2	33	46	0
1	30	19	26	14	23	41	45	0
1	4	47	7	8	42	3	48	0
1	20	1	23	10	40	41	30	0
1	30	12	28	3	23	20	9	0
1	45	20	43	42	41	32	35	0
1	28	3	7	4	36	37	35	0
1	30	28	26	22	9	49	41	0
1	42	27	49	44	34	31	18	0
1	12	24	43	8	1	41	48	0
1	32	6	3	12	46	4	40	0
1	40	32	41	18	38	3	30	0
1	15	20	19	43	2	27	17	0
1	15	7	36	23	41	47	40	0
1	25	36	33	12	21	39	49	0
1	19	27	10	43	13	35	33	0
1	25	36	14	4	7	37	8	0
1	18	14	8	15	26	37	36	0
1	42	17	8	5	26	15	16	0
1	38	36	29	16	41	25	21	0
1	49	11	16	30	18	20	40	0
1	35	20	22	39	5	10	15	0
1	3	1	14	39	2	35	24	0
1	27	39	42	6	10	1	46	0
1	4	28	2	21	33	7	19	0
1	7	21	4	38	42	48	46	0
1	32	20	35	34	22	14	37	0
1	35	37	6	21	10	17	43	0
1	17	7	33	36	34	22	47	0
1	12	39	29	49	4	23	20	0
1	40	46	29	47	1	10	28	0
1	29	32	4	12	30	19	36	0
1	7	1	47	12	5	31	19	0
1	40	16	23	4	35	31	46	0
1	49	17	12	26	45	20	44	0
1	2	37	3	35	31	28	46	0
1	2	10	25	49	29	43	31	0
1	31	43	34	4	37	35	39	0
1	17	6	19	44	1	39	40	0
1	47	29	41	37	26	6	32	0
1	24	38	29	16	23	6	11	0
1	32	10	28	47	20	16	35	0
1	48	47	45	36	25	12	28	0
1	14	47	27	30	40	15	12	0
1	11	18	28	16	26	38	42	0
1	38	42	7	45	49	3	33	0
1	29	16	2	5	11	13	17	0
1	13	21	27	6	4	14	25	0
1	47	23	32	6	17	11	49	0
1	17	27	20	40	18	49	32	0
1	43	28	32	34	19	2	24	0
1	12	48	32	22	1	23	39	0
1	47	24	30	10	19	45	23	0
1	16	14	48	8	4	36	18	0
1	40	21	37	15	44	25	41	0
1	31	48	23	8	19	1	46	0
1	41	2	35	10	14	1	19	0
1	9	12	47	43	24	40	15	0
1	37	2	20	24	13	46	31	0
1	48	31	20	14	25	12	2	0
1	45	15	31	5	46	6	4	0
1	24	41	40	49	13	39	11	0
1	38	18	7	43	19	20	2	0
1	8	3	28	24	19	12	5	0
1	1	36	45	35	29	5	19	0
1	13	18	6	38	47	28	31	0
1	39	47	20	2	32	38	8	0
1	35	6	18	44	4	5	25	0
1	18	9	44	16	10	29	4	0
1	28	43	32	30	16	3	9	0
1	48	18	20	49	13	16	3	0
1	27	11	39	18	28	25	17	0
1	37	32	42	49	25	8	26	0
1	22	30	20	31	28	25	24	0
1	36	46	7	14	33	30	15	0
1	40	23	8	38	10	18	30	0
1	33	31	12	40	24	28	20	0
1	30	35	26	34	15	45	6	0
1	31	5	9	47	15	12	6	0
1	23	34	4	15	44	2	7	0
1	1	24	27	37	13	48	16	0
1	35	18	11	9	10	2	4	0
1	15	3	48	13	49	12	40	0
1	16	44	41	12	3	39	36	0
1	46	28	43	22	47	13	18	0
1	12	34	40	35	3	49	33	0
1	4	13	24	20	22	7	9	0
1	7	23	25	28	35	18	38	0
1	38	17	7	15	33	41	45	0
1	6	32	25	30	31	33	47	0
1	34	8	30	16	41	26	38	0
1	10	3	48	25	11	35	23	0
1	26	45	23	25	3	34	24	0
1	1	21	33	10	48	37	31	0
1	22	41	5	36	7	38	45	0
1	23	46	17	33	16	26	1	0
1	25	48	18	11	38	29	14	0
1	27	49	14	38	3	35	23	0
1	34	30	6	29	49	33	46	0
1	3	36	19	39	23	28	25	0
1	7	9	38	35	11	12	27	0
1	45	16	5	41	17	18	31	0
1	43	47	35	45	42	17	31	0
1	21	3	29	5	16	35	8	0
1	47	14	39	45	2	18	4	0
1	9	19	38	33	43	44	41	0
1	43	40	14	38	5	19	42	0
1	11	34	8	12	39	15	30	0
1	49	4	9	38	32	30	44	0
1	33	45	5	12	44	11	35	0
1	3	15	10	8	18	32	7	0
1	18	17	42	11	15	47	13	0
1	20	41	22	19	11	47	2	0
1	32	8	28	47	26	25	42	0
1	49	34	4	19	7	44	41	0
1	42	3	29	17	23	24	49	0
1	41	24	32	19	9	31	29	0
1	38	19	15	36	25	5	6	0
1	44	1	9	2	43	28	48	0
1	38	11	47	28	34	31	7	0
1	48	11	34	9	37	25	35	0
1	43	31	27	10	37	35	41	0
1	26	8	10	27	2	45	23	0
1	25	4	6	38	35	14	9	0
1	27	10	2	39	32	38	7	0
1	2	39	7	23	33	41	27	0
1	7	9	40	39	29	8	32	0
1	26	40	9	18	22	23	13	0
1	22	12	40	5	18	31	25	0
1	36	45	15	35	39	8	38	0
1	15	20	47	32	19	18	31	0
1	15	5	36	40	25	38	47	0
1	42	48	15	14	18	34	13	0
1	22	40	28	27	42	30	9	0
1	8	31	25	27	46	32	24	0
1	42	4	32	17	38	49	47	0
1	4	37	3	15	21	6	28	0
1	29	39	5	25	34	47	43	0
1	9	3	34	30	12	17	24	0
1	23	47	15	38	10	49	8	0
1	1	38	40	46	15	9	14	0
1	12	36	10	15	34	5	6	0
1	33	47	1	11	35	38	45	0
1	30	25	16	11	15	10	5	0
1	17	42	14	38	26	27	41	0
1	27	43	3	13	11	25	2	0
1	6	48	42	1	35	46	12	0
1	15	22	9	45	21	30	2	0
1	12	25	32	28	10	20	22	0
1	5	2	45	1	25	24	48	0
1	18	21	45	36	5	33	10	0
1	21	25	36	13	40	32	22	0
1	29	37	44	3	27	20	38	0
1	30	31	21	36	48	16	20	0
1	49	24	2	8	27	4	26	0
1	18	17	4	35	7	21	5	0
1	20	49	3	9	2	4	36	0
1	48	1	34	41	14	37	12	0
1	34	25	38	5	11	18	26	0
1	33	31	41	39	34	10	22	0
1	11	20	21	26	49	34	24	0
1	4	10	5	22	17	36	44	0
1	18	34	13	30	48	42	29	0
1	45	19	47	35	6	12	7	0
1	46	11	34	8	37	20	7	0
1	35	32	49	2	21	12	7	0
1	14	4	9	28	38	30	2	0
1	43	45	28	41	49	6	21	0
1	46	33	48	21	31	45	23	0
1	28	16	47	26	41	48	5	0
1	33	18	38	5	46	4	41	0
1	39	35	42	26	41	20	8	0
1	2	13	48	30	41	21	14	0
1	11	41	44	17	32	36	19	0
1	46	38	11	45	13	30	23	0
1	43	11	10	26	13	36	24	0
1	42	43	2	26	35	24	6	0
1	28	15	33	26	27	20	24	0
1	49	8	7	22	32	1	36	0
1	28	39	47	25	11	33	29	0
1	5	38	1	45	27	2	17	0
1	37	3	27	14	45	16	24	0
1	9	21	39	10	6	22	20	0
1	42	14	28	38	47	49	36	0
1	23	44	43	28	42	34	47	0
1	4	47	17	15	14	33	1	0
1	1	2	5	4	31	17	27	0
1	13	10	22	35	5	15	39	0
1	47	43	45	13	25	4	26	0
1	4	11	1	35	45	38	39	0
1	15	3	27	32	47	7	42	0
1	14	12	42	19	38	20	23	0
1	39	3	43	25	11	22	48	0
1	24	33	32	1	31	28	13	0
1	18	10	43	27	23	46	2	0
1	5	36	31	19	4	9	49	0
1	22	35	34	41	18	17	39	0
1	30	27	23	45	47	39	29	0
1	18	26	25	42	34	38	29	0
1	16	37	47	5	18	44	13	0
1	6	27	24	35	13	43	19	0
1	36	10	49	5	22	18	28	0
1	33	6	17	10	32	29	25	0
1	14	45	19	44	15	8	23	0
1	14	6	31	23	35	33	19	0
1	9	27	33	15	13	32	44	0
1	42	18	45	3	23	11	32	0
1	25	45	27	49	14	34	5	0
1	41	1	4	13	20	46	24	0
1	27	23	6	37	38	3	45	0
1	40	27	10	20	25	35	41	0
1	1	12	33	7	30	31	9	0
1	29	45	5	46	34	43	19	0
1	29	25	27	47	12	23	45	0
1	43	16	3	2	46	11	6	0
1	7	45	41	2	22	8	33	0
1	45	9	15	26	37	24	8	0
1	47	43	39	16	22	24	8	0
1	6	20	28	29	4	39	33	0
1	22	49	2	27	1	18	8	0
1	24	21	25	29	12	48	42	0
1	12	33	4	45	27	25	48	0
1	10	34	16	38	28	37	39	0
1	5	37	18	26	3	8	46	0
1	44	17	14	47	46	31	34	0
1	18	11	13	12	8	27	37	0
1	24	32	26	6	18	30	28	0
1	34	14	6	23	38	16	19	0
1	26	28	30	49	20	37	15	0
1	16	13	7	20	1	18	5	0
1	34	25	36	5	9	28	30	0
1	12	8	1	45	31	28	26	0
1	8	19	44	18	5	30	29	0
1	28	18	4	42	25	39	35	0
1	40	18	12	39	2	6	11	0
1	12	21	34	30	48	16	26	0
1	17	40	14	13	19	32	23	0
1	33	40	28	42	29	45	8	0
1	32	6	8	37	20	17	4	0
1	26	29	23	3	15	36	35	0
1	21	45	47	20	30	38	35	0
1	43	18	37	33	26	38	29	0
1	47	13	21	49	2	43	25	0
1	16	28	47	35	19	38	11	0
1	3	31	7	6	15	27	39	0
1	31	17	28	6	35	29	21	0
1	41	3	37	22	13	19	35	0
1	13	49	2	48	39	46	31	0
1	9	36	37	35	14	42	44	0
1	2	49	36	19	9	1	43	0
1	35	16	36	31	5	11	28	0
1	39	25	48	14	19	41	24	0
1	48	49	24	33	39	4	8	0
1	30	20	14	6	15	3	4	0
1	1	39	19	44	9	27	14	0
1	33	36	11	6	40	31	13	0
1	10	45	32	43	8	2	18	0
1	3	39	24	11	29	34	5	0
1	13	26	44	40	4	43	6	0
1	4	7	25	38	8	29	27	0
1	25	2	46	28	10	26	37	0
1	24	38	25	15	18	21	39	0
1	25	5	20	40	47	12	2	0
1	45	13	14	48	41	2	15	0
1	37	26	16	23	47	7	9	0
1	33	13	36	49	46	45	27	0
1	10	39	44	17	35	25	40	0
1	28	6	24	39	32	22	10	0
1	7	3	12	42	10	34	23	0
1	15	47	29	31	45	48	13	0
1	3	36	38	40	22	9	5	0
1	39	14	26	42	35	1	37	0
1	33	6	18	11	24	2	19	0
1	18	29	37	45	4	38	9	0
1	33	45	15	7	35	44	41	0
1	3	24	43	32	11	21	40	0
1	4	17	39	45	43	38	8	0
1	5	6	7	14	26	2	48	0
1	47	27	31	34	15	13	7	0
1	18	47	40	31	8	11	36	0
1	25	2	39	33	28	21	1	0
1	47	38	3	6	7	16	14	0
1	16	44	49	12	24	21	47	0
1	31	29	14	3	30	6	13	0
1	44	36	28	16	35	39	4	0
1	15	39	38	7	32	9	8	0
1	21	41	46	8	15	24	6	0
1	7	9	23	18	33	11	46	0
1	16	23	46	12	33	35	43	0
1	41	49	33	34	18	28	48	0
1	22	13	32	19	2	48	26	0
1	19	48	24	40	14	13	35	0
1	10	20	35	11	26	8	38	0
1	3	24	2	9	30	48	44	0
1	36	14	15	39	9	7	19	0
1	17	26	36	22	9	38	5	0
1	19	7	10	48	28	41	47	0
1	17	49	42	35	41	46	34	0
1	12	41	43	32	2	30	47	0
1	29	31	27	26	14	40	46	0
1	49	9	48	12	33	44	37	0
1	34	1	10	7	47	28	5	0
1	8	48	42	44	10	7	16	0
1	21	13	43	42	10	6	49	0
1	31	32	13	1	34	49	18	0
1	15	35	40	29	18	42	1	0
1	34	39	8	29	10	12	1	0
1	8	28	37	31	38	13	14	0
1	9	21	33	7	35	49	30	0
1	9	29	39	35	8	16	27	0
1	29	48	27	43	46	47	11	0
1	16	17	7	45	42	47	9	0
1	14	45	39	33	26	29	6	0
1	47	4	22	44	24	1	15	0
1	11	17	42	39	26	29	1	0
1	15	14	25	39	48	19	38	0
1	12	29	28	44	37	2	22	0
1	21	11	4	20	27	37	14	0
1	38	46	10	30	21	42	33	0
1	45	2	22	9	1	46	5	0
1	36	41	35	4	42	6	16	0
1	22	46	49	36	31	41	24	0
1	40	14	38	48	21	19	25	0
1	10	2	14	11	19	34	25	0
1	39	4	2	21	27	47	3	0
1	26	45	24	49	11	43	14	0
1	14	28	43	36	32	46	44	0
1	33	27	19	39	12	9	13	0
1	26	15	13	42	30	39	17	0
1	2	33	13	46	37	1	14	0
1	42	48	24	27	13	45	18	0
1	26	3	10	27	36	34	48	0
1	27	49	19	20	15	18	43	0
1	7	14	30	5	3	27	25	0
1	49	16	2	31	46	17	47	0
1	36	22	33	28	42	32	3	0
1	30	43	42	34	4	38	22	0
